Geneid,control Evs_1,control Evs_2,control Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
BC028528,553,94,65,3,125,0
Inip,0,6,392,14,388,210
Cul7,1108,11,4,120,350,108
Ranbp9,0,0,0,0,97,0
Ciart,623,0,0,0,20,0
Efl1,720,361,187,204,122,67
Ift172,844,0,161,0,97,21
Rad9b,0,15,0,0,0,0
Saxo2,0,0,0,0,94,0
Susd1,0,114,20,8,47,146
Pptc7,659,657,932,757,1531,2391
Tctn1,0,15,10,14,14,6
Capn8,0,0,0,0,0,0
Ripor1,1751,16,0,66,95,14
Dock10,2796,0,0,0,381,4
Phrf1,2411,37,501,0,473,1
Mcl1,3790,6602,7634,2980,7213,12156
Nfe2l1,4249,128,1160,4,655,224
Rassf7,0,0,0,0,77,1
Ensa,6848,655,1433,441,1637,626
Med30,244,91,117,52,187,110
Tm6sf1,0,9,37,155,100,107
Polr3k,1176,218,300,215,413,362
Degs1,2736,603,455,0,829,187
Lrrc56,0,10,0,0,8,1
Ctss,36844,9975,10625,2490,7903,2525
Pold1,3647,157,439,17,153,384
Ramac,825,234,34,0,103,57
Creb3l2,0,0,0,0,113,0
Rnh1,31851,5364,6451,1322,6183,2145
Sycp2l,0,0,0,0,0,0
Ric1,1,32,0,7,120,394
Herc1,1010,295,0,240,130,157
Dgki,0,0,30,0,0,0
Arfrp1,163,235,102,0,121,50
Trps1,55,0,29,0,270,131
Pak1ip1,3209,361,605,0,706,292
Rtel1,288,0,0,163,0,223
Atp5j2,3597,1099,1409,530,1255,685
Hoxb4,3,1,0,0,5,0
Josd2,411,19,83,55,151,130
Mapkap1,666,375,322,580,301,720
Taf5l,344,171,314,6,335,388
Gmeb2,293,44,0,0,0,25
Golga4,1746,2369,2761,935,3643,3584
Mindy1,6841,780,1582,170,2040,788
Atp5l,782,451,509,262,450,334
Pbx3,259,0,0,0,54,3
Bud31,1230,320,311,0,365,192
Pkhd1l1,0,0,0,0,0,0
Mboat1,457,1013,676,1348,832,999
Wdr26,409,304,85,39,486,382
Nudcd1,875,0,9,0,186,133
Shank1,0,0,1,0,0,18
Mvb12b,256,143,273,315,543,542
Angptl6,0,0,0,0,0,30
Ptk6,0,0,0,0,0,0
Elovl3,1,0,138,0,1,76
Ttll6,0,0,45,0,11,0
Nup205,2936,0,4,25,1201,181
Abcf1,3324,258,652,934,1158,419
Alpk3,0,0,0,0,34,0
Ptpn3,0,0,0,0,0,0
Gabpb2,114,101,172,400,297,478
Kpna7,0,0,0,0,0,4
Kdm3b,50,89,0,0,147,44
Ascc3,1047,249,130,57,77,52
Vill,688,224,5,0,400,282
Ephx1,2826,649,691,233,785,255
Sema6c,0,0,0,0,0,0
Smurf1,168,73,242,1,330,192
Stap2,0,0,0,0,0,0
1700028J19Rik,0,0,0,0,0,0
Cnot4,1478,158,119,105,34,27
Ost4,561,95,297,38,105,49
Sde2,2103,234,240,60,791,57
Gngt2,1212,73,687,269,342,226
Trmt112,1618,370,667,536,672,487
Ctnnal1,0,139,146,1,124,8
Hace1,830,0,0,130,447,0
Fam206a,107,87,0,0,116,0
Tmem214,1802,27,192,0,161,24
Ralgps1,192,6,0,0,54,0
Agbl3,78,0,79,0,80,58
Vars2,601,163,131,0,85,7
Gcnt1,2587,275,179,280,154,200
Kif16b,792,0,6,0,164,37
Phb,3153,955,918,140,873,288
Ythdf1,236,196,196,8,118,318
Itpkb,625,32,0,61,146,70
Baiap2l1,0,0,0,0,5,66
Garnl3,1,25,5,7,0,6
Pi4kb,325,174,32,21,0,9
Zcchc2,35,43,13,0,168,441
Bpgm,465,88,0,31,75,65
Zfhx3,57,53,323,178,27,50
Rnf146,233,20,119,95,79,92
Mrps34,214,30,132,63,103,38
A230050P20Rik,586,0,0,111,82,61
Man2a2,1022,1212,683,614,1740,1280
Ctu1,332,4,198,772,555,517
Irs2,321,0,0,0,351,24
Zfp653,168,0,0,0,0,0
Rpl12,5990,5027,5428,4403,6457,6703
Pogz,8,0,0,0,243,36
Kat7,2382,882,987,0,1401,1008
Plcl2,759,0,139,39,55,102
Dido1,2006,372,295,1,192,179
Rccd1,0,0,0,0,0,0
Tcfl5,0,0,1,0,0,0
Sccpdh,431,0,571,0,80,35
Prc1,286,52,514,0,228,0
Cnst,1282,248,0,0,0,74
Supt3,679,0,297,0,104,56
Edc3,361,4,899,542,525,724
Slco4a1,1042,482,316,0,1012,493
Ube2l3,3973,835,996,328,803,353
Pdk2,334,0,0,0,66,0
Lmtk2,0,84,28,0,531,333
Rabggtb,622,336,488,154,933,826
Ppp1r9b,0,41,0,0,85,130
Bloc1s5,490,0,121,217,114,75
Cfap157,150,46,0,0,20,72
Cables2,5,185,1108,351,1131,1606
Txndc5,2242,10223,9360,7092,15559,13431
Ube3c,49,527,145,0,437,257
Rps21,1776,1668,2074,2400,2121,2147
Tlr4,1381,0,0,41,477,0
Cpq,0,0,0,0,0,0
Siglecf,0,120,0,0,0,0
Timm8b,1300,442,603,181,539,372
Mtg1,842,38,197,0,148,143
Arhgap18,878,133,92,0,37,0
Tasp1,0,0,140,68,438,42
Adrm1,1883,243,525,0,1132,320
Arpin,220,0,0,3,105,0
Usp6nl,1231,395,280,1753,1457,1061
Pigk,952,130,166,0,256,44
Foxred1,119,304,0,0,120,40
Osbpl2,2042,161,290,0,200,241
Eme1,0,0,2,0,64,0
Myo16,15,0,0,0,0,0
Ak5,0,0,0,0,0,0
Anpep,3156,446,464,148,370,24
Echdc3,503,78,216,48,266,73
Fam173b,0,115,274,0,126,81
Psmd7,2702,365,987,263,1025,109
Zzz3,450,1336,977,1108,1533,2452
Mtg2,1464,4,236,23,172,4
Zfp503,68,27,55,0,34,5
Ss18l1,1016,0,0,9,114,0
Rreb1,56,9,0,355,206,105
L3mbtl3,128,81,1,0,14,0
Rsad1,0,74,0,0,14,4
Wdr93,0,0,33,0,0,0
44991,31,0,558,0,100,64
Nexn,0,0,33,0,0,0
Atp6v1g1,14838,2854,4476,1273,4146,1316
Lsm14b,73,0,5,0,3,90
F13a1,18105,1098,3050,0,2302,336
Nrn1,161,6,0,0,24,0
Taf4,0,209,43,207,284,292
Prune2,0,0,0,0,1,0
Cdc123,2058,483,806,0,917,827
Zc3hc1,1353,354,226,600,861,539
Gipc2,0,0,1,0,0,34
Whrn,129,0,0,107,94,130
Camk1d,1060,342,103,142,1019,139
Sart1,2070,339,806,299,502,381
Runx2,1,0,0,43,72,20
Stim2,261,0,0,0,43,0
Fam102a,1377,490,528,456,344,968
Akna,798,137,0,0,91,72
Ube2h,1316,107,647,198,850,422
Cmc1,319,115,258,126,426,265
Naif1,0,253,362,111,312,210
Akap7,0,0,12,1,156,72
Dap,2617,531,174,245,599,334
Polg,1,124,468,10,299,606
Tbc1d19,568,0,51,0,114,199
AW209491,1433,0,226,0,52,4
Nubp2,1465,578,394,346,974,995
Fanci,582,0,0,0,0,1
Rbpj,1926,92,487,102,705,144
Nlrc4,0,0,0,0,105,70
1110008P14Rik,1289,145,516,93,334,112
Orm1,0,0,0,0,0,0
Adk,1245,446,370,15,378,89
Zdhhc1,142,73,60,0,159,148
Atf7ip2,0,0,0,0,0,0
Tbc1d25,0,0,0,0,0,0
Abhd2,0,10,0,0,177,88
Ciz1,575,16,280,12,303,0
Daglb,1439,167,878,0,673,242
Metrnl,3990,637,396,0,1122,262
Gpatch2,0,19,0,319,31,13
Il18,0,66,0,254,136,45
Srrm2,980,230,464,0,1021,55
Arid4b,373,0,0,20,34,1
Ppp1r10,1696,295,46,103,168,45
Rpl22l1,266,234,213,201,294,199
Tbcd,2001,0,0,0,678,131
Suv39h1,662,213,46,255,339,306
Stx11,601,59,0,0,85,0
Tbce,0,87,33,0,87,0
Sec24d,902,19,533,0,520,0
Isg20,0,46,0,0,59,0
B3galnt2,0,0,0,0,209,61
E130309D02Rik,1172,469,469,221,364,429
Lyplal1,625,27,470,0,198,119
Pomt1,438,0,0,0,177,67
Prrc2b,236,2338,2848,4086,4860,5548
Npepl1,1125,499,913,512,569,267
Megf9,0,0,0,0,0,0
Foxk2,172,1279,1053,1318,2351,1764
Azi2,929,64,452,316,408,136
Fndc3b,675,0,106,458,17,131
Cybc1,442,169,0,279,373,86
Cdk5rap2,2151,25,497,0,88,192
Hexdc,0,0,0,0,147,0
Ndst2,1197,195,310,0,311,7
Rftn1,2302,458,143,0,854,937
Rab3gap2,5223,871,632,423,1230,793
Rnf122,105,2,0,0,0,0
Tsga10ip,0,0,0,0,0,0
Ankar,0,0,11,0,0,0
Mettl22,237,246,317,167,116,173
Smarcal1,1918,404,0,491,114,8
Exosc2,149,142,180,176,425,185
Fut11,0,0,0,0,0,44
Picalm,118,84,158,81,29,134
Sec24c,2258,120,690,0,1230,523
Wdr17,0,0,0,0,0,0
Hlx,249,32,23,22,13,0
Wdr45,389,84,168,0,161,182
Dusp10,0,284,0,0,136,0
Cdh6,0,0,0,0,0,1
Mreg,986,898,683,945,3034,2869
Neil3,0,113,221,0,2,0
Heatr5b,1830,37,729,0,0,20
Cntnap2,0,0,0,0,7,0
Alg1,153,162,712,116,323,151
Tmem135,806,71,442,610,871,713
Prpf18,723,0,13,6,324,4
Dcxr,716,569,559,0,158,127
Morc3,2814,16,891,70,102,32
Ppl,0,0,0,0,0,0
Mtmr12,0,307,0,521,200,66
Tcta,0,0,191,0,65,0
Slc9a8,0,288,255,10,902,528
Zdhhc2,0,34,1,10,0,195
Ubn1,1,39,2,0,362,181
Wfs1,470,7,4,0,2,114
Tnrc18,65,77,341,112,156,539
Micu3,53,1,0,0,28,42
Nt5dc1,0,0,35,0,95,0
Asb6,973,131,0,0,234,8
Tspyl4,266,0,0,0,0,0
Cdnf,0,0,0,0,0,0
Dse,2093,517,0,26,606,294
Znfx1,1921,1486,2039,1296,2047,1986
Nup133,1969,836,1000,1008,1705,1533
Uhrf1bp1,559,273,0,38,1398,1141
Ptpa,2780,1156,1203,347,1740,1325
Cdsn,0,0,194,0,90,92
Cep104,545,1450,444,505,1190,699
Tusc3,807,102,114,0,161,132
Zup1,0,0,262,0,115,0
Stau1,1458,0,0,0,387,170
Ubald1,455,259,45,0,53,39
Nphp4,0,0,0,0,0,0
Grin3a,0,0,0,0,0,0
Myo9a,20,0,262,0,62,69
Fam149b,603,1,12,2,461,359
Rbms3,68,0,0,0,0,0
Stub1,715,305,549,255,431,372
Mocos,1684,0,352,143,171,3
Gm7488,12,11,17,8,11,20
Prex1,1929,623,41,580,1056,4
Ap5z1,1381,298,71,6,1384,161
Hnrnpu,10354,770,2883,785,2279,1166
Lonrf1,24,0,108,1,362,519
Zfp189,0,0,0,0,55,1
Coro7,1736,378,1828,46,854,851
Mrpl12,1076,391,379,168,355,191
Kyat1,0,0,1,0,68,0
Cpeb3,155,33,0,0,18,10
Rxrb,1425,110,185,524,993,631
Spout1,526,369,118,0,194,142
Icmt,0,808,327,340,1399,1707
Oxld1,78,0,0,0,18,34
Zmynd8,1189,362,260,83,781,335
Tbc1d13,15,22,10,9,136,24
Mrps6,74,34,0,92,146,97
Lap3,3257,128,137,360,1077,444
Sdk1,0,0,0,0,2,0
Gm5422,18,0,3,0,5,1
Zer1,22,0,2,0,77,0
Tspan10,524,0,29,0,67,0
Ncoa7,1082,65,0,0,48,15
Usp53,0,4,1,0,1,0
Nploc4,3367,2121,1279,408,3458,1657
Lmbrd2,778,0,31,31,1,0
Plekhg5,1000,150,34,0,0,0
Wdr34,440,386,244,443,479,665
Dock3,514,0,0,0,50,34
Trp53rka,642,123,371,0,71,62
Fnbp1l,0,0,19,0,25,37
Prkrip1,857,93,363,0,371,181
Slx4,750,0,0,0,159,13
Alg2,1488,0,0,0,0,117
Bahcc1,0,0,1,0,0,9
Htatip2,1684,463,850,887,815,196
Orai2,9,244,635,241,890,688
Exo1,0,22,0,0,183,0
Fbxl5,1514,176,1339,430,501,59
Alkbh4,0,9,84,0,5,0
Dnttip2,3290,90,884,525,1073,362
Thap3,123,277,89,125,129,103
Dnajc11,1906,437,718,42,418,243
Ypel5,781,265,615,146,349,172
Polr2j,701,126,100,0,99,22
Galnt12,996,818,94,435,703,762
Cep131,0,0,0,0,0,0
Cpeb2,0,0,0,0,1,246
Kmo,0,0,249,0,1,0
Cercam,440,0,0,0,62,0
Zfp597,0,0,0,61,0,0
Zfand1,0,0,174,0,151,25
Cplane1,0,5,7,1,244,269
Ncoa5,0,135,620,528,322,467
Gabbr2,0,0,0,0,1,0
Zc3h10,376,186,0,0,32,19
Tbc1d2,0,0,0,0,141,0
Myl6b,0,0,0,0,0,0
Trub2,364,115,0,14,250,63
Wdr70,567,239,157,0,200,188
Zfp335,401,1,229,0,0,0
Nhsl1,0,0,0,0,0,0
Epg5,936,59,4,940,552,803
Zfp800,104,0,0,0,77,3
Mcph1,244,318,28,46,856,32
Rapgef1,250,2151,2393,3477,3933,4667
Pcif1,1350,367,122,772,795,424
Endov,396,0,26,4,0,1
Rere,182,471,1743,372,1019,1191
Trim14,81,146,103,103,201,307
Slc44a3,0,0,0,0,0,0
Neurl2,365,541,489,258,332,144
Heca,0,0,188,124,63,98
Tmem120a,1113,991,334,402,980,434
Alg14,964,0,0,0,67,4
Txlnb,0,0,0,0,0,0
Armh3,119,5,0,0,1,102
Eva1c,0,0,0,0,0,0
Slc26a11,474,0,0,0,231,141
Cited2,319,88,308,28,74,137
Spsb1,0,0,0,0,38,0
Pak7,0,0,60,0,0,0
Coq10a,144,0,123,0,193,24
Rhbdd2,1596,322,498,194,743,389
Urb1,0,0,0,0,172,55
Gsap,1097,42,908,99,519,99
Pik3cd,1931,250,87,654,105,347
Ptger4,0,136,0,10,129,0
Plcb4,0,0,23,0,0,0
Dag1,1797,371,440,0,311,10
Clstn1,1267,45,243,51,178,228
Mrap,0,0,0,0,0,0
Etfbkmt,0,36,256,172,102,0
Hip1,2485,23,11,19,408,283
Rhou,0,0,0,0,113,52
Ccdc40,0,0,0,0,0,0
Zfp292,846,232,111,44,250,96
Rsbn1l,2,8,0,0,5,39
Tbc1d16,789,2484,1340,6396,9516,9266
Dtx4,1121,231,297,194,520,566
Ccdc32,729,110,94,16,355,31
Sinhcaf,3,150,161,173,430,352
Phtf2,119,186,252,104,281,200
Ankrd13c,249,284,4,0,303,109
Cbx4,379,0,0,0,48,0
Edrf1,0,37,358,0,0,280
Timeless,52,381,543,170,421,456
Ifi203,50,0,0,0,0,0
Magi2,0,0,6,0,0,0
Ginm1,640,77,178,177,262,51
Bahd1,1065,337,459,597,805,429
Slc7a5,910,382,269,304,1303,492
Cox15,1440,960,931,0,1081,784
Lats1,594,5,0,0,44,161
Rab11fip2,0,8,42,0,12,33
Ythdf2,1499,326,210,1,144,169
Saa3,25437,1811,9782,663,8541,352
Elavl1,1452,392,313,0,499,151
Ipo8,2658,857,168,0,374,158
Stat2,952,0,908,453,141,128
Nup43,684,139,32,295,367,325
Ift88,0,2,0,0,0,0
Rbms2,190,142,10,344,0,217
Orc3,551,93,373,0,542,29
Ndufb10,1112,613,702,497,718,431
Baz2a,622,131,1,46,283,318
Plcb2,2444,142,999,0,1017,170
Ptges3-ps,100,18,41,8,37,6
Bub1b,1775,553,582,182,1083,685
Bmf,32,191,400,1011,867,1077
Flywch1,698,100,0,0,69,11
Klhl42,0,51,0,106,72,0
Plpp6,79,41,0,0,51,53
Gramd1b,404,0,7,256,352,85
Mrps35,376,344,72,108,468,346
Zmym5,0,65,0,0,82,1
Gorab,217,143,186,12,263,0
Pnrc1,971,125,82,0,464,97
Gpr176,987,257,183,828,418,413
Abcc8,0,331,18,0,68,69
9430038I01Rik,0,23,94,72,101,54
Hs2st1,0,0,265,0,214,340
Thbs1,0,0,0,0,0,0
Tax1bp3,315,186,142,162,238,176
Alkbh3,2068,172,289,0,333,199
2310057M21Rik,190,0,147,0,82,2
Fmo1,0,0,0,0,0,0
Ankrd6,380,2,0,0,0,0
Scamp2,1584,65,357,152,427,143
Ccdc114,0,0,0,0,0,87
Nemp1,1320,125,298,215,180,189
Pclaf,949,389,517,182,416,245
Zfp704,9,238,274,14,687,1041
Emp3,5180,1372,2092,775,1525,1178
Kyat3,239,57,0,0,70,0
Ttc12,0,0,0,0,0,0
Gas8,192,0,0,0,216,97
Prrc2c,79,1,333,77,139,39
Gpr34,0,0,0,0,0,1
Trappc5,215,54,284,4,495,158
Fgfr1op2,496,972,1065,714,985,758
Lrp1,11662,1325,2741,1175,2584,1096
Ints13,0,0,0,0,297,89
Gbp7,436,0,0,0,1,0
Klhdc4,269,340,45,452,500,446
Dnm3,0,0,14,0,0,27
Plekha1,744,135,262,54,224,281
Mrps28,342,41,45,0,115,7
Bach2,0,0,0,0,0,0
Accs,0,158,0,0,75,161
Cdk6,27,1035,597,1015,865,987
BC052040,287,122,0,0,235,72
Hey1,0,0,0,0,67,156
Ddx58,1220,0,482,0,282,0
Suco,0,51,0,0,33,5
Rbm48,214,0,10,0,9,0
Cchcr1,0,0,112,0,237,19
Zfp770,0,0,0,0,7,39
Slc25a24,1841,209,635,115,372,85
Gm15429,25,0,7,5,9,16
Dcaf1,0,0,0,0,49,107
Cul9,0,0,2,16,2,0
Nsmce4a,477,67,382,0,335,195
Fam102b,0,78,112,0,373,102
Arhgap9,1309,689,796,623,1272,830
Trim7,0,0,0,0,0,0
Ankib1,441,258,354,4,37,142
Mars,7006,1102,1823,1,516,383
Skiv2l,1742,292,479,303,370,174
Ufl1,493,1,0,0,206,81
Bcor,43,4,14,77,186,0
Trim41,63,0,0,0,115,0
Etfrf1,881,102,294,154,418,282
Pex2,866,257,128,320,622,374
Aqr,3302,109,1293,1,682,1
Ppp1ca,11241,1400,2955,536,3537,1158
Wdr47,0,0,0,0,0,0
Map3k10,122,0,130,32,312,222
Abhd13,44,0,0,360,130,0
Akap9,549,60,130,13,180,93
Fbxl4,2,0,0,0,105,0
5330417C22Rik,0,0,0,0,0,0
Slc25a28,363,47,0,11,26,100
Dtx3,466,0,119,26,107,97
Rc3h1,9,136,165,32,75,333
Plekha4,0,0,8,0,14,0
Mterf1a,0,0,0,0,0,0
Pitpnc1,165,105,0,0,27,0
Ltb4r2,0,0,0,0,0,0
Zbtb38,302,12,1,127,258,196
Ppp1r15a,2788,529,259,0,162,10
Slc26a10,0,6,0,0,5,11
Rprd1a,181,138,176,16,666,700
Sgms1,1066,161,111,334,264,57
Cdh12,0,0,0,0,0,0
Usp45,331,0,0,0,0,41
Arglu1,0,26,54,0,87,17
Os9,3090,424,432,0,478,292
Mybbp1a,10283,1354,1282,697,1712,1522
Gtpbp10,617,17,0,248,345,0
Blvrb,4546,793,884,57,1039,179
Rabggta,1611,248,7,42,655,155
Cfap69,0,4,0,0,0,0
Dgkz,4840,1444,182,982,2431,1290
Bptf,3,22,209,0,109,163
Dxo,701,0,135,0,92,44
Xaf1,0,4,0,0,146,13
Ltbp4,0,13,0,0,203,0
44994,0,0,0,0,0,0
Abcg5,0,0,0,0,0,0
Ambra1,253,1,0,0,81,11
Pvr,946,1,0,0,325,0
Manea,0,0,496,0,103,20
Tsfm,896,164,0,72,513,134
Zfp609,169,165,2,63,361,138
Milr1,1162,70,473,149,249,165
Abhd11,115,41,0,72,150,42
Adam22,0,0,0,0,0,0
Tex2,149,570,0,0,41,174
Ckap5,1656,4,1110,201,654,155
Otud6b,799,548,10,336,609,413
C3ar1,3602,319,306,254,1172,6
Aipl1,0,0,0,0,0,0
Mettl27,639,85,378,609,89,30
Wdr7,5852,0,620,0,387,315
Gstm2,13491,1386,1949,0,1578,466
Plppr2,300,0,1,0,8,0
Apoc1,134,67,108,0,45,56
Btaf1,726,0,0,0,262,117
Ofd1,151,0,0,0,56,0
1110051M20Rik,221,0,26,75,89,66
Cd79b,158,0,0,0,0,0
Pogk,559,1422,510,1027,1397,1929
Mis12,864,164,553,0,401,238
Bace2,0,0,0,1,0,0
Apobec1,1856,343,138,777,1813,1737
Tmem51,1020,106,2,0,35,71
Pck2,3349,214,501,269,660,363
Dhx33,1764,110,220,73,641,0
Gemin8,0,0,0,0,20,69
Aicda,401,0,0,0,12,18
Dok4,0,0,0,0,49,82
Nrl,0,0,0,0,0,0
Ppip5k2,1037,0,6,334,341,166
Fam208a,1225,42,19,0,112,0
Oaz2,1003,96,117,181,339,79
Dnph1,208,234,0,213,109,166
Efhd2,6074,1194,1383,841,1854,1191
Rad54l2,14,214,342,275,520,759
Nup88,756,57,734,42,535,253
Phc1,0,68,83,39,75,0
Mthfd1l,765,149,39,215,176,115
Hmgn1,2719,4884,5312,4184,7740,8478
Madd,680,202,395,0,105,3
Tbl3,1859,0,0,0,950,31
Col16a1,0,0,0,0,1,0
Dnajc16,937,123,16,57,474,363
Limd2,2301,575,756,916,1823,1548
Ap1g2,2048,134,177,0,253,0
St8sia4,477,431,782,484,2251,2176
Sh3pxd2b,496,518,381,323,1305,1101
Camta2,1410,1,30,762,274,227
Creg1,27391,6189,9125,3099,8428,4447
Klc3,0,0,0,0,0,0
Virma,2479,0,714,1,187,37
Zfhx2,53,0,1,0,7,0
Scamp5,1387,468,362,655,788,668
Rcsd1,879,0,133,0,0,4
Kcna2,0,0,0,0,0,0
Hnrnpul1,526,382,510,52,228,230
Eif4h,3718,532,1019,1103,2198,1166
Ppp1r13l,0,0,3,1,0,0
Ints8,27,0,47,0,249,0
Rnf167,614,131,0,0,457,120
Cd53,13307,1321,3779,243,3379,238
Siah1b,611,0,0,0,124,0
Lat2,71,36,0,0,8,0
Cmtm5,0,0,0,0,0,0
Appl1,1112,142,3,34,400,10
Spen,114,41,105,10,177,354
Snrnp25,582,154,37,147,110,173
Oard1,130,41,71,557,218,177
Cept1,2014,207,567,63,1023,60
Cop1,194,433,353,278,596,736
Ttc3,2004,342,393,216,410,718
Iqcc,292,0,0,0,99,39
Chil3,254,0,42,0,0,0
Eml2,1103,0,300,0,315,69
Tex264,1389,224,571,336,563,108
Dennd6a,864,121,18,193,222,314
Hlcs,415,76,21,235,80,133
1700123O20Rik,268,347,165,0,224,60
Snrpd2,1763,194,353,311,371,311
Zmynd15,2,24,70,93,12,34
Gm11639,0,0,0,0,0,0
Six5,0,0,0,0,24,0
Szrd1,412,474,205,200,382,525
Tiprl,1169,219,222,180,462,264
Sft2d2,2192,9074,8011,11538,22470,16120
Psme4,188,68,296,16,83,146
Plekhh2,0,0,0,0,0,0
Reps2,0,0,0,0,0,241
Erf,140,4,4,17,75,20
Bsdc1,340,0,242,283,207,17
Crocc,0,0,1,0,56,0
Ino80d,0,23,1,97,99,1
Osbpl10,0,0,0,0,2,0
Wdr25,0,20,320,0,155,0
Tmem205,2079,365,616,339,335,48
Gfer,551,437,681,631,820,480
Atp1a3,3511,1095,926,0,535,99
Fbxw4,56,121,165,6,52,79
Slc19a2,0,12,13,0,201,89
S100pbp,286,0,0,27,265,68
Rfx3,0,0,0,0,27,0
Ulk4,0,0,21,0,183,80
Arhgef1,3244,14,342,170,468,295
Tet2,48,40,440,121,145,51
Rcc2,2228,12452,12365,10162,13732,15256
Mgl2,152,220,751,0,161,341
Rps19,17715,30205,29174,32713,37393,42613
Arhgef10l,3923,59,845,3,470,425
Gm11992,671,0,89,0,0,0
Sh3kbp1,1907,260,323,0,193,86
Abhd4,3372,250,565,0,554,96
Npnt,0,0,0,0,0,0
Trim62,0,0,0,0,0,0
Cmtm8,0,0,0,17,12,0
Iffo2,12,334,381,436,536,836
Ghitm,11888,1323,3803,883,5020,1706
Gm17018,659,260,333,347,283,221
Irgq,1363,596,63,11,7,376
Fam117b,124,167,10,7,223,542
Wdr43,2140,295,32,0,578,123
Wwp1,1004,369,337,171,514,363
Pif1,0,98,4,0,0,0
Fzd7,1,13,164,74,74,57
Rwdd2b,210,139,220,0,135,73
Ostc,1532,418,820,588,693,334
Tspyl2,626,29,1,0,0,0
Elmo1,239,228,0,120,252,0
Iqsec2,327,3,0,0,21,22
Msantd4,279,237,148,165,313,125
H2afv,1056,400,264,172,582,282
Zfp598,59,7,13,14,23,104
N4bp2l1,731,265,119,0,146,112
Smc1a,636,1296,504,68,847,235
Ripk2,1002,43,237,599,374,436
Tmco4,1047,13,398,304,80,586
Dnah7b,0,0,0,0,0,0
Brca2,501,186,0,38,148,132
Osgin2,688,0,0,429,105,73
Otud3,0,448,254,318,431,616
Zmiz2,702,73,100,150,599,162
Lonp1,5961,579,609,1,652,0
Hectd2,0,0,0,0,0,0
Prkd2,0,0,0,0,0,0
Rpusd1,848,0,0,161,66,16
Pla2g2d,0,0,0,0,0,0
Trir,956,344,900,388,562,411
Yeats2,1,24,11,16,67,5
Arhgap11a,1634,647,1449,348,2723,1423
Elovl6,0,71,56,0,0,55
Arhgap12,1108,220,262,149,342,186
Phf8,2103,298,0,0,300,19
Ublcp1,174,105,0,0,0,0
Chd7,0,81,73,0,434,1206
Vps41,2131,174,13,0,648,123
Rbbp8,250,24,49,303,140,136
Mul1,870,220,11,154,450,154
Zfp236,87,167,10,51,31,216
Rusc1,0,0,0,23,76,107
Uspl1,2011,406,121,330,552,402
Dmxl2,209,6,367,0,108,74
Ttc1,238,128,445,152,940,229
Cdk13,0,0,0,0,10,1
Katnal1,0,17,1,0,125,120
Gtf3c3,3477,14,388,62,393,33
Sntb2,840,306,618,70,596,346
Slc7a1,2069,73,369,181,388,177
Thoc6,164,30,151,0,176,81
Pcf11,133,0,0,0,88,10
Atg2b,843,17,693,104,154,288
Ankrd42,0,0,0,0,0,0
Wrap53,210,0,122,21,112,78
Tmem29,62,17,0,24,53,73
Rgl2,308,1127,1553,2047,3466,1672
Ssr2,4588,789,743,429,1916,746
Pum3,5192,339,680,934,1697,524
Myzap,0,0,0,0,0,65
Shtn1,2676,1071,1227,326,836,824
Ccdc9,518,94,107,0,149,21
Mdfic,338,1,138,308,185,138
Mettl18,0,0,34,157,132,23
BC055324,302,0,0,228,7,93
Wapl,2594,283,324,150,103,166
Dicer1,0,75,212,0,464,241
Pik3r1,523,40,0,143,165,275
Meis3,1061,157,379,538,262,749
Hibch,615,102,175,0,216,30
Nthl1,160,0,110,0,0,24
Ccnb1,4313,733,1491,167,1615,1129
Utp4,3946,269,1714,871,955,412
Mfsd6,0,62,404,66,624,13
Gk5,0,16,471,314,218,62
Rpl21,4210,3957,5108,3706,5551,5877
Tardbp,1054,280,526,630,841,635
Cacna2d4,0,1,0,0,4,0
Shld2,324,0,55,0,0,9
Dcp1b,180,0,0,0,0,22
Syt15,0,0,0,0,0,0
Serpina3g,0,0,0,0,0,0
Piezo2,0,0,0,0,0,0
Zfp281,1186,2,171,11,314,201
Stx3,2836,3715,2473,2585,6045,4773
Cep78,552,217,1,0,308,143
Kif14,0,0,0,0,107,56
Rrp9,266,128,82,0,229,199
Irf8,2832,1483,4271,701,2315,1303
Rnf123,221,0,14,219,87,0
Ago1,442,16,310,174,256,384
Disp3,0,0,0,0,0,0
Ptchd1,263,0,0,0,0,0
Nop53,1421,956,1116,890,2009,1911
Serpina12,0,70,0,0,0,0
Camsap2,958,0,246,0,344,4
Selenow,269,138,134,76,121,33
Sdk2,131,0,22,0,0,0
Tmtc4,0,0,6,180,0,0
Cdc42ep4,690,195,573,589,412,259
Mbp,3,0,424,231,67,54
Bicdl1,218,1,1,86,134,3
D11Wsu47e,313,0,0,0,195,98
Ggact,97,0,0,0,22,0
Fam104a,491,564,457,756,813,965
Mrps27,1468,79,255,133,377,535
Gcn1l1,2530,766,1250,343,462,515
Kif21b,0,0,415,0,113,81
Ddx24,2073,325,1444,227,744,432
Pcca,1887,173,0,0,175,0
Slc39a11,2218,18,937,566,698,384
Pyroxd1,69,0,60,0,9,0
Lrrc29,0,0,0,0,0,0
Bivm,828,0,373,0,351,61
Fcho2,972,1,8,0,48,41
Kcnj2,489,0,3,0,0,0
Cox6a1,6927,1426,1938,760,1578,601
Btbd7,1010,101,41,808,545,1377
