Geneid,control Evs_1,control Evs_2,control Evs_3,LPS Evs_1,LPS Evs_2,LPS Evs_3,IL-10 Evs_1,IL-10 Evs_2,IL-10 Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Sec16a,1160,774,711,135,243,750,313,529,58,221,2390,576
Inpp5e,0,0,0,34,75,153,0,218,0,0,20,8
Pmpca,6126,1000,1532,474,326,915,210,454,912,238,1011,475
Entr1,599,150,402,301,155,336,257,270,390,73,218,492
Card9,0,99,188,6,50,49,50,0,73,0,58,135
Gpsm1,1290,0,172,13,19,58,0,0,417,0,0,107
Nacc2,1274,1898,1227,432,91,308,1797,1041,713,2523,4464,2987
Camsap1,10,173,0,287,493,517,199,226,0,59,535,473
Fcna,547,28,133,28,37,32,42,54,145,104,168,30
Tmem141,485,357,479,80,85,215,382,234,169,70,240,395
Traf2,640,96,227,261,92,260,191,188,52,0,129,61
Abca2,654,1,0,116,82,8,0,0,0,0,39,0
Nmi,325,153,87,177,149,292,138,0,413,242,281,62
Neb,1,8,63,113,489,302,9,10,5,11,17,4
Sapcd2,355,61,0,97,56,59,73,140,0,199,38,91
Uap1l1,11194,1923,2424,1648,1078,2747,1050,1900,3824,1609,3365,1574
Dpp7,4931,1718,1498,351,450,1342,158,541,2927,1119,1570,615
Grin1,0,0,0,23,86,141,0,0,0,0,0,0
Arl6ip6,54,67,258,28,53,81,0,0,192,56,301,31
Anapc2,4044,0,448,50,144,832,8,0,606,0,607,70
Ssna1,1931,490,511,595,229,562,255,280,451,197,634,139
Rbms1,1418,357,355,190,164,295,338,30,271,66,145,197
Arrdc1,1652,290,0,82,134,155,19,87,778,0,210,48
Zmynd19,43,177,153,365,188,440,453,162,358,296,305,566
Dph7,313,10,0,1,59,116,130,45,282,0,62,0
44992,925,0,5,152,217,308,202,122,0,1,136,91
Psd4,894,240,94,301,82,87,34,79,0,0,14,130
Ly75,0,0,0,14,81,53,0,0,0,0,0,0
Il1rn,1842,6,303,444,398,554,83,11,696,0,264,132
Baz2b,895,68,99,206,254,256,288,0,79,145,695,300
Wdsub1,228,212,0,17,109,142,2,91,0,0,101,0
Pkp4,0,240,229,365,164,516,320,74,155,44,205,176
Galnt3,0,18,0,29,30,10,0,0,0,0,4,42
Nup35,198,0,65,92,91,152,112,0,341,0,259,57
Dusp19,269,47,70,71,101,171,49,0,86,40,103,43
Nckap1,8,1,5,65,133,94,0,7,88,19,100,369
Dnajc10,1828,460,339,122,158,255,211,58,383,39,624,157
Itprid2,3259,721,37,261,181,415,1215,263,621,492,2032,1313
Itga4,1097,0,2,62,112,156,97,7,0,0,292,0
Slc25a12,1696,50,994,424,243,497,241,502,425,178,1280,517
Ube2e3,635,676,1028,544,262,466,971,1244,1036,237,1504,1537
Dync1i2,1350,241,141,113,179,196,86,133,216,36,103,118
Cwc22,0,0,252,31,118,127,11,0,51,110,279,161
Hat1,1622,457,477,482,234,760,283,287,894,828,1439,358
Cers6,2643,897,933,116,264,372,518,847,932,163,370,1158
Abcb11,0,0,0,28,110,127,0,0,0,0,0,0
Ssrp1,5471,652,409,306,215,636,222,224,1728,83,1266,443
Dhrs9,543,411,28,47,79,162,139,0,0,0,0,0
Lrp2,0,1,4,87,353,366,0,0,0,0,0,0
P2rx3,335,0,86,25,121,84,0,0,0,0,0,0
Slc43a3,421,0,0,16,77,262,35,33,285,52,95,27
Slc43a1,0,0,0,100,67,128,0,0,0,0,0,0
Timm10,825,88,160,138,96,191,56,0,165,72,352,69
Ube2l6,2562,541,1069,418,329,575,214,536,844,139,780,239
Clp1,561,0,160,63,199,190,1,76,0,0,258,105
Med19,59,0,0,16,43,106,1,132,212,0,106,1
Fastkd1,85,64,65,198,221,134,73,33,464,0,147,73
Itgav,0,167,0,119,291,709,86,0,41,149,480,193
Phospho2,665,95,0,58,85,190,100,0,0,165,72,21
Zc3h15,1261,234,284,462,126,298,379,399,181,209,1162,525
Mtx2,1049,159,665,181,209,175,184,56,272,0,638,59
Atf2,1553,597,173,157,150,275,535,63,1171,0,469,349
Ola1,841,430,216,504,273,370,198,321,346,32,224,274
Sp3,912,15,22,75,127,129,185,12,2,3,39,40
Itga6,271,70,0,24,79,250,118,5,0,220,0,0
Kif18a,292,0,0,11,146,103,47,0,0,0,0,0
Arl14ep,562,34,25,13,159,240,88,0,715,266,183,4
Slc12a6,228,241,289,95,226,209,0,0,301,4,249,74
Emc4,1581,363,653,414,203,518,155,132,731,25,591,164
Katnbl1,769,49,189,96,247,140,224,3,323,0,346,109
Nop10,1877,650,895,1201,363,914,213,377,1506,165,745,319
Lpcat4,365,345,58,163,157,421,479,547,261,73,631,310
Ccdc34,350,29,16,51,105,134,8,13,183,67,113,12
Lin7c,1859,1069,1111,436,343,648,1552,1293,419,957,2616,3261
Commd9,373,592,168,480,161,681,257,444,580,784,330,132
Traf6,362,625,160,108,164,345,413,321,25,624,1145,451
B230118H07Rik,675,80,115,178,144,273,30,72,106,87,214,41
Dnajc24,969,231,170,42,23,26,27,56,220,0,93,0
Elp4,194,0,0,28,10,114,8,77,287,0,58,0
Pax6,0,57,0,114,124,101,0,0,0,0,0,1
Eif3m,2791,268,721,737,241,709,569,540,1501,594,1244,773
Prrg4,0,170,0,21,77,8,13,0,0,0,10,175
Depdc7,242,0,36,17,120,58,43,74,192,0,64,0
Tcp11l1,433,492,227,585,296,504,830,434,798,427,834,609
Cstf3,674,36,224,419,107,183,69,1,46,0,168,96
Hipk3,1190,199,178,86,212,230,303,132,0,82,166,175
Fbxo3,1904,337,182,76,89,458,105,0,593,0,388,140
Caprin1,8990,1876,2102,472,563,2713,1225,1102,2478,670,3340,1394
Nat10,1912,386,15,175,263,371,107,281,0,0,384,8
Cat,10772,839,1784,832,680,977,225,0,2441,516,2270,208
Trim44,5,448,381,822,368,537,303,216,51,0,633,325
Api5,5380,649,822,222,390,961,73,284,1969,436,1203,396
Ttc17,508,183,0,17,131,103,8,0,0,0,251,45
Hsd17b12,4774,376,765,516,354,764,282,152,1948,147,1006,335
Ext2,3333,401,611,434,276,461,331,405,0,296,1818,919
Gatm,2345,155,31,269,198,43,107,0,243,0,194,0
Sema6d,0,0,0,31,168,186,0,0,0,0,0,0
Myef2,1279,11,10,32,114,308,45,1,31,204,174,116
Dut,282,104,484,553,144,581,507,324,278,317,425,200
Fbn1,0,0,0,22,199,211,0,0,0,0,0,0
Cops2,1848,376,223,557,254,669,85,144,1,3,391,161
Galk2,1866,473,1066,416,298,761,299,0,759,476,954,350
Meis2,0,1,10,106,357,190,54,82,0,0,152,30
Cd82,3686,334,550,407,214,668,203,35,769,220,584,39
Slc28a2,0,0,0,23,23,34,0,0,0,0,0,0
Chst1,0,0,0,72,77,90,0,0,1,0,0,0
Pex16,1321,79,0,175,165,358,39,133,139,0,96,70
Mapk8ip1,0,0,0,54,75,119,0,0,1,0,0,0
Duoxa1,0,118,0,1,23,129,0,0,0,0,42,37
Sord,10885,7658,7445,3346,1418,4831,8111,5236,7020,10587,13717,12041
Creb3l1,349,81,0,3,158,158,4,0,165,0,96,0
Eif3j1,1596,215,458,260,146,370,319,71,258,35,517,219
Frmd5,0,0,0,50,182,173,0,0,0,0,0,0
Wdr76,308,0,0,70,119,136,6,10,106,0,23,4
Harbi1,88,259,612,265,300,511,247,137,77,301,197,280
Atg13,13106,2257,2071,837,681,1902,777,196,1407,722,2287,1499
Arhgap1,5114,367,649,213,223,758,83,7,1202,0,736,212
Pdia3,15164,2272,4300,715,737,3536,528,996,5459,762,4045,748
F2,0,0,0,58,105,78,0,0,0,0,0,0
Lrp4,1,5,1,122,320,209,4,1,2,0,14,0
Arfgap2,2345,678,810,483,160,391,1084,825,778,714,1481,682
Adal,301,0,229,56,172,260,99,0,18,45,174,0
Tubgcp4,916,298,621,131,433,476,601,307,585,854,1537,1157
Ubr1,1187,9,74,130,456,280,112,21,6,15,204,15
Snap25,0,10,64,8,130,55,0,0,68,0,1,0
Mkks,0,10,16,12,26,39,0,20,51,0,0,0
Jag1,94,0,0,45,87,36,0,0,36,0,0,0
Slx4ip,207,0,89,47,95,61,1,0,0,0,8,23
Mtch2,5595,3044,2292,1578,860,1874,1939,1786,4322,2631,3253,3237
Cdan1,492,13,0,285,209,244,47,11,30,0,106,87
Haus2,651,269,36,178,216,178,204,27,163,0,395,188
Lrrc57,480,50,172,31,91,170,0,0,0,0,134,37
Snap23,2295,162,26,292,198,440,248,118,91,0,304,108
Zfp106,5102,4758,3407,1278,1002,1444,10116,4544,4654,6445,11852,10742
Vps39,2291,0,906,19,352,461,223,0,1495,0,781,78
Ehd4,1298,715,1450,320,177,543,355,493,348,219,580,322
Itpka,46,0,0,4,7,31,0,0,0,0,32,0
Ubox5,320,163,0,21,130,206,61,316,0,0,228,69
Ptpra,4093,888,1422,289,805,1653,444,357,786,124,1269,447
Rtf1,109,95,21,133,80,204,21,154,345,95,45,72
Ndufaf1,466,234,265,211,246,336,205,121,19,106,63,115
Nusap1,710,107,162,311,191,284,58,199,643,0,279,44
4930402H24Rik,232,628,401,206,563,452,127,103,69,0,249,0
Atrn,138,16,38,206,267,376,186,10,318,433,127,346
Chac1,0,0,0,0,8,1,0,0,70,0,0,0
Siglec1,1244,33,11,82,174,531,93,6,1416,119,710,108
Rad51,253,222,0,98,271,270,46,0,356,255,228,0
Rpusd2,101,0,0,17,86,34,24,24,243,0,2,0
Knl1,230,0,125,25,233,123,53,3,0,2,138,0
1700037H04Rik,1260,433,402,466,121,671,256,510,656,666,569,484
Cdc25b,1456,423,407,167,250,249,521,313,1217,630,1154,899
Knstrn,493,17,284,197,167,390,238,70,48,130,421,358
Ivd,2163,198,1189,458,342,744,291,295,338,358,754,549
Smox,1677,0,0,203,116,335,58,111,517,211,81,146
Rassf2,633,212,1,72,146,497,88,350,0,365,508,362
Slc23a2,1431,1345,1824,501,282,919,1111,1391,2340,1947,1549,1416
Tmem230,1043,507,453,33,106,145,341,461,218,98,345,165
Pcna,2144,108,607,507,228,646,338,466,1549,0,700,260
Fsip1,0,0,0,26,65,45,0,0,0,0,49,0
Gpcpd1,1574,0,337,268,122,232,190,0,379,0,774,87
Rasgrp1,0,0,0,113,221,190,0,0,25,0,0,0
Fam98b,227,43,68,253,118,158,76,15,160,20,189,100
Spred1,783,382,498,224,141,218,1552,1344,966,1165,1448,1766
Mcm8,478,7,0,27,125,149,0,0,0,0,14,0
Crls1,67,35,69,227,125,73,82,44,55,91,27,114
Hdc,0,6,0,22,100,69,16,0,0,0,0,0
Gabpb1,1015,49,446,70,141,246,64,153,0,0,417,92
Usp8,3478,316,420,447,212,637,314,71,1363,423,460,69
Trpm7,711,112,281,172,411,469,183,388,310,210,868,321
Sppl2a,1523,207,167,122,271,345,77,390,58,0,292,226
Stard7,2853,1629,2434,978,465,1072,3432,3005,2282,177,3247,2686
Dusp2,16,33,0,338,126,72,60,105,202,119,91,520
Fahd2a,378,251,414,70,70,139,0,85,331,153,82,31
Mrps5,823,141,387,348,238,569,329,85,906,130,414,101
Nphp1,1411,111,22,386,154,323,177,77,347,220,418,96
Bub1,959,30,0,176,176,102,0,349,428,0,135,48
Acoxl,156,0,0,23,36,154,0,31,0,152,0,0
Bcl2l11,568,664,440,323,193,232,1069,1446,471,31,802,1354
Ndufaf5,111,121,0,0,40,71,27,6,0,0,68,0
Zc3h8,0,0,0,115,118,109,31,57,0,0,54,63
Ttl,292,169,366,247,242,179,1239,943,702,817,1310,1130
Polr1b,3668,17,21,329,230,429,157,167,587,1,229,430
Slc20a1,753,1096,639,553,193,1155,1025,548,2333,28,565,554
Il1b,1778,99,231,4796,2586,4693,252,8,1093,0,1674,24
Il1a,6534,666,388,5550,2725,5725,119,83,2651,0,2373,71
Snrpb,8677,1275,1515,1413,711,1906,882,411,3266,762,2258,864
Nop56,6019,713,1561,1482,716,1694,551,1090,2596,590,2078,863
Idh3b,9097,1284,2501,1052,668,1107,652,925,4015,540,2106,534
Cpxm1,0,0,0,32,38,28,0,0,0,0,3,0
Vps16,2897,485,152,299,229,703,542,195,433,445,882,424
Lpin3,0,0,1,81,176,157,0,0,0,0,0,0
Rrbp1,1230,59,53,309,268,404,64,74,449,66,169,58
Snx5,3364,1069,941,313,321,655,520,436,1493,0,1476,955
Mgme1,0,397,296,66,82,100,117,1,0,0,268,0
Kat14,1551,893,539,164,120,336,594,588,262,108,854,677
Polr3f,235,0,98,70,68,174,349,107,417,13,169,134
Rbbp9,135,115,0,115,11,152,1,34,351,0,101,84
Sec23b,1836,207,538,152,195,422,214,199,817,397,775,142
Dtd1,349,70,41,136,17,103,24,114,261,0,273,20
Xrn2,3411,565,374,246,85,480,184,326,54,0,750,13
Cd93,0,0,8,132,224,126,0,0,0,0,0,0
Napb,0,17,85,103,294,142,46,132,0,48,64,68
Gzf1,962,532,145,49,99,161,235,226,530,324,1066,453
Cst3,15497,4777,6135,2776,1183,7693,1856,2143,8450,2308,4622,2589
Gins1,6,68,205,167,196,255,60,69,201,0,85,0
Nsfl1c,1334,151,201,314,179,438,118,60,1137,193,639,34
Fam110a,237,43,1,28,24,44,17,0,0,147,94,83
Tbc1d20,2925,1396,1249,729,283,703,1455,744,1100,2811,1731,2503
Rbck1,2003,1120,384,468,318,559,474,98,973,231,576,288
Tpx2,1330,245,788,168,192,337,132,168,526,272,509,0
Mylk2,0,0,0,61,72,79,0,0,0,0,18,8
Pdrg1,605,213,671,987,421,1065,1505,329,798,479,1005,1013
Kif3b,78,74,654,48,181,59,334,125,6,498,125,247
Dnmt3b,0,0,0,8,78,77,11,234,0,0,0,73
Mapre1,3412,5468,4803,1953,840,2096,8713,5551,4242,4260,10093,8519
Cdk5rap1,571,35,501,180,77,232,143,44,727,56,185,154
Snta1,153,103,0,0,56,54,70,0,77,43,95,119
Necab3,0,0,0,6,60,63,68,19,0,0,7,17
E2f1,715,721,1669,1342,680,964,1883,2163,1309,399,1731,2733
Fam210b,730,82,161,119,70,72,143,286,322,78,227,10
Aurka,677,251,874,372,233,282,217,122,228,246,654,199
Cstf1,793,124,517,453,189,464,322,98,1316,236,1196,249
Rtf2,3095,384,1298,1285,714,1820,424,643,1461,248,1187,425
Tpd52,3706,1004,1640,657,279,481,884,629,1789,354,1020,827
Pag1,0,0,94,7,16,30,25,0,0,0,15,8
Rae1,3793,900,881,669,252,686,797,549,1062,144,1306,1128
Rbm38,172,47,33,113,47,97,88,96,102,20,64,56
Zbp1,401,104,0,200,116,427,26,25,409,0,88,0
Rab22a,2043,560,1597,468,224,884,2185,1207,1325,2003,2533,1829
Stx16,44,136,59,266,149,68,442,270,502,32,645,341
Gnas,76,3,10,11,53,77,7,15,23,5,38,1
Phactr3,0,0,3,5,104,115,1,2,0,0,0,0
Impa1,43,62,167,17,74,221,108,0,462,0,41,1
Fabp5,20013,5882,9666,4205,2258,6047,4870,5848,11064,2496,6955,3226
Snx16,0,0,0,13,14,56,16,0,0,0,40,0
Ptpn1,5040,735,1888,532,527,1016,1042,195,834,507,703,584
Nfatc2,689,16,38,267,161,271,72,101,957,780,214,129
Atp9a,0,0,1,34,192,266,0,1,268,0,0,36
Sall4,0,0,0,62,88,104,0,0,0,0,0,0
Lrrcc1,289,4,0,0,31,19,35,0,65,34,0,50
Zfp64,998,237,141,191,106,234,158,17,755,53,109,147
E2f5,199,37,23,2,15,28,0,66,0,0,53,0
Car13,0,184,0,215,87,187,52,139,260,31,413,44
Psma7,10863,1956,2766,1481,920,2408,1090,1372,4520,1141,2767,885
Mrgbp,1151,125,209,37,75,133,32,229,252,18,330,0
Gid8,203,251,163,127,76,115,86,163,163,0,195,69
Arfgap1,1467,416,741,211,177,509,1462,852,2131,162,2028,828
Helz2,1,1,4,204,225,329,9,0,0,0,138,162
Zgpat,254,0,204,72,63,157,113,116,0,15,253,56
Zbtb46,0,0,0,16,81,49,70,0,0,0,0,0
Pcmtd2,823,0,129,0,68,14,0,0,0,0,83,0
Raly,462,116,73,72,59,184,29,24,243,0,79,86
Ahcy,578,286,850,262,125,156,435,164,476,294,779,268
Itch,1528,73,180,189,199,215,284,228,1408,31,137,467
Armc1,0,137,170,94,30,56,121,0,0,0,146,0
Mtfr1,0,0,0,0,85,26,32,62,0,0,0,50
Map1lc3a,1171,308,492,83,65,313,114,108,119,0,228,193
Ggt7,314,0,0,11,47,43,12,0,0,0,132,0
Acss2,1868,115,255,178,195,397,0,0,374,12,363,6
Gss,1427,52,1,254,308,288,163,163,64,0,466,0
Procr,2183,394,1046,988,500,1552,251,266,1006,10,794,201
Eif6,7329,1124,2165,2618,1304,2694,1130,1195,3996,898,2205,797
Hps3,290,0,0,195,78,67,7,434,475,20,228,48
Nfs1,2014,504,552,419,378,1120,507,403,1601,195,705,830
Rbm39,6362,299,1239,678,626,1159,511,351,1118,1,1504,382
Epb41l1,735,229,437,98,156,187,128,374,268,255,316,445
Aar2,4535,1298,1081,319,237,989,310,0,838,0,330,270
Tbl1xr1,6,281,227,79,57,148,891,467,319,562,1444,1053
Ndrg3,1101,132,39,174,232,564,175,15,614,490,1008,421
Dsn1,1024,277,139,81,258,207,462,81,291,401,366,205
Sla2,0,0,0,35,112,129,0,0,0,0,48,0
Rab5if,906,372,590,388,196,512,235,261,795,87,488,249
Samhd1,3612,3115,4349,2757,1115,3268,3909,4035,4415,2810,2673,2741
Rbl1,0,87,43,77,115,174,0,0,0,0,307,14
Rpn2,9788,1062,2216,554,612,1180,742,336,3455,290,1945,1200
Src,774,301,237,90,84,103,56,1,62,0,3,7
Ctnnbl1,1752,785,1613,124,230,374,472,207,882,205,1219,892
Tti1,0,357,1038,94,150,165,697,154,40,657,1384,801
Rprd1b,1685,296,556,305,268,487,586,331,866,282,1005,972
Ralgapb,563,260,376,362,500,498,189,68,57,1,92,177
Fam83d,203,0,0,63,119,64,1,0,0,0,260,0
Dhx35,1102,233,215,138,224,208,336,232,394,112,660,686
Skil,0,0,0,1,53,143,1,9,0,95,831,404
Zmat3,183,400,540,292,179,271,427,1116,64,941,683,970
Pik3ca,0,4,1,55,244,64,47,16,33,128,129,272
Zfp639,600,41,0,63,67,14,34,0,22,0,56,1
Mfn1,693,13,0,56,55,202,33,6,266,307,31,87
Ocstamp,741,0,445,3,41,292,22,122,0,0,80,0
Actl6a,1019,0,269,102,45,157,106,0,0,126,116,36
Ndufb5,794,451,462,189,132,362,657,488,648,636,766,916
Ttc14,481,0,0,90,137,58,32,0,20,77,198,128
Ncoa3,2865,66,1381,184,484,1166,447,394,1183,316,1579,1168
Dnajc19,461,129,232,124,93,153,145,139,283,0,147,104
Fxr1,566,188,1,141,145,92,109,58,17,8,146,177
Tnik,0,33,0,96,167,289,0,0,1,0,0,9
Gm8325,18,21,4,9,7,9,14,9,8,14,22,13
Pld1,0,18,18,192,55,256,10,1,0,0,0,0
Nceh1,2084,359,734,15,137,139,154,41,815,0,465,170
Ect2,478,0,355,16,121,54,0,0,482,0,0,0
Sec62,24,20,52,93,31,38,33,8,69,9,23,41
Dcun1d1,802,17,0,45,71,54,177,209,274,0,260,79
Mccc1,230,0,175,122,132,114,87,0,0,0,69,0
Acad9,549,118,0,18,76,108,29,0,243,0,11,0
Anxa5,13053,1868,1675,1391,774,1842,1176,1279,2491,621,3325,610
Exosc9,7,197,0,23,49,21,44,0,155,210,397,93
Ccna2,325,262,218,208,70,104,442,459,791,148,391,160
Spata5,1188,0,0,98,45,119,0,0,0,0,199,0
Slc7a11,1128,127,1156,376,361,531,151,16,21,18,620,0
Rab33b,0,8,7,77,106,74,39,167,5,1,102,30
Cog6,855,147,327,107,169,171,131,201,430,0,223,45
Ufm1,449,376,333,289,139,228,272,320,480,58,569,181
Trpc4,0,0,144,57,148,80,0,0,0,0,0,0
Supt20,1261,322,346,142,200,427,160,322,439,0,183,0
Exosc8,1056,276,621,232,195,381,240,250,663,379,275,203
Mbnl1,1507,813,245,206,195,307,494,183,1206,1,452,275
P2ry1,0,0,0,17,10,0,0,0,333,0,0,0
Dhx36,1518,56,272,116,119,429,20,9,38,4,129,11
Gfm1,2138,204,204,115,185,439,171,366,999,58,651,313
Mfsd1,5408,2333,2698,1409,616,1116,2572,1695,4143,610,3778,2269
Ift80,0,0,0,32,200,186,28,0,0,0,0,0
Kpna4,381,278,337,152,128,290,126,128,0,61,471,254
Ppm1l,0,132,0,39,91,49,7,14,0,0,147,10
Nmd3,1020,141,317,192,344,572,86,69,308,0,415,233
Dclk1,0,2,0,75,153,83,0,0,1,0,0,1
Nbea,0,0,0,29,263,124,16,0,1,0,0,0
Ppid,1030,565,688,419,217,425,549,203,773,522,1018,580
Pfn2,0,0,32,51,12,2,10,0,199,0,5,0
Tsc22d2,0,0,95,111,149,63,199,276,1,372,860,620
Serp1,9122,1255,3004,2407,1453,3344,1306,1547,5993,646,4608,1802
Etfdh,796,139,0,39,155,106,1,58,858,1,189,0
Eif2a,698,4,190,373,213,176,58,9,131,0,282,144
4930579G24Rik,227,0,0,140,44,25,65,56,206,0,105,0
Slc33a1,175,0,0,0,6,14,0,100,35,43,58,83
Gmps,3212,601,97,492,317,481,248,103,45,142,840,483
Kcnab1,6,0,0,35,128,107,0,0,0,0,0,0
Ssr3,2501,1079,2535,1053,352,892,2155,1551,2285,2104,3857,3199
Ccnl1,731,218,0,179,106,175,34,4,148,44,112,29
Shox2,0,0,0,26,62,101,1,0,4,0,32,1
Pdcd10,624,67,104,88,59,228,69,44,616,0,416,10
Ptpn22,36,119,0,157,224,240,75,0,406,96,247,0
Dclre1b,604,76,74,78,123,263,101,54,52,0,113,21
Olfml3,114,325,0,196,132,834,0,0,21,52,291,431
Nras,3408,2921,3637,1584,839,1940,5726,3728,4507,3182,6667,7445
Sike1,987,365,761,334,240,454,236,266,613,109,1086,725
Tshb,0,0,0,79,255,142,0,0,0,0,0,0
Vangl1,0,0,28,140,528,429,60,0,0,0,18,0
Cd2,173,0,0,0,8,6,0,0,0,0,0,0
Ptgfrn,0,0,0,23,154,180,0,9,0,0,0,0
Gdap2,1059,177,332,86,312,369,237,346,0,0,42,138
Spag17,0,0,1,69,214,263,0,0,0,0,0,0
Tbx15,585,7,0,158,72,226,39,0,416,315,11,0
Notch2,1432,0,9,113,273,483,49,1,65,140,69,1
Sec22b,1357,328,129,127,196,509,231,437,1043,426,839,615
Prpf38b,402,56,176,353,365,502,143,233,235,247,382,38
Stxbp3,665,0,0,193,224,578,83,88,156,21,247,60
Gpsm2,928,176,0,40,67,26,12,99,1232,0,0,177
Clcc1,2296,436,764,99,100,365,345,112,1278,305,788,139
Ampd2,1510,187,631,394,259,500,730,350,1141,100,1131,639
Gstm4,759,197,0,54,123,145,17,169,225,0,73,119
Ahcyl1,5542,564,594,768,679,1640,65,107,1175,127,1899,284
Slc6a17,912,1,80,64,205,226,8,1,0,128,238,24
Dram2,2985,463,913,187,432,766,506,362,854,327,1023,575
Dennd2d,331,86,0,284,201,212,0,28,288,0,12,28
Ddx20,1962,605,1077,913,485,737,882,404,22,214,1071,332
S100a11,2640,496,678,545,277,791,147,287,1246,162,683,114
Ints3,730,313,114,88,178,589,156,0,0,56,636,340
Rab13,0,0,153,18,105,166,49,13,114,0,8,27
Crtc2,436,0,0,66,114,375,199,194,383,305,263,186
Jtb,1871,1132,809,806,492,1237,1539,962,1963,1085,1244,1053
Creb3l4,219,0,0,1,1,5,0,0,82,0,0,0
Nup210l,0,40,0,39,166,184,8,14,447,0,0,0
Tpm3,10095,2157,2397,3722,2080,4338,1669,1168,3326,2958,3073,1564
4933434E20Rik,2170,4738,4192,1353,733,1424,5203,4626,1961,2306,5308,5063
Hax1,7002,1200,847,992,594,1377,567,0,1985,382,1521,48
Il6ra,540,41,74,116,114,211,184,77,22,137,163,256
Chrnb2,0,0,3,18,60,70,0,0,0,0,0,0
Adar,1616,174,0,129,206,578,100,150,0,0,399,98
Pmvk,878,238,141,194,140,343,501,152,331,341,523,291
Slc50a1,793,54,439,250,75,261,186,188,125,210,236,112
Efna1,0,0,165,0,9,3,0,0,0,0,0,0
Fam198b,0,198,0,115,137,108,17,0,0,0,0,0
Tmem144,359,374,226,166,75,145,124,0,0,565,303,637
Slc35a3,2638,327,29,125,162,264,75,0,0,54,513,236
Sass6,0,36,235,51,130,136,25,3,308,0,0,0
Lrrc39,0,111,0,10,22,28,0,0,0,0,45,127
Vcam1,0,0,0,53,113,70,0,0,0,0,0,0
Extl2,144,0,0,0,14,75,1,170,286,225,232,100
Col11a1,0,0,0,23,163,95,0,0,0,0,0,0
Larp7,324,65,0,187,51,239,114,234,0,233,318,85
Rnpc3,230,0,0,15,50,38,4,5,0,0,0,124
Cyp2u1,0,1,0,9,129,198,0,0,0,0,32,0
Hadh,1004,619,311,357,257,336,253,161,354,548,1234,542
Lef1,0,0,0,8,143,142,0,0,0,12,0,0
Trim2,0,7,7,159,164,152,5,0,0,0,164,67
Mcub,891,149,0,91,68,196,81,0,119,0,153,95
Tlr2,1423,497,277,691,338,795,225,381,1398,304,1840,1045
Casp6,194,53,172,137,129,336,110,0,510,0,108,0
Plrg1,688,281,545,227,134,292,78,345,510,0,267,55
Pla2g12a,556,719,434,686,463,967,1064,900,582,733,1203,1970
Snx7,1158,270,196,106,197,335,46,98,1003,0,84,0
Gar1,621,102,131,84,97,153,130,48,170,0,209,75
Tdo2,0,0,0,58,112,188,0,0,0,0,17,0
Ppa2,897,199,342,489,120,325,696,401,484,684,584,954
Ctso,397,0,0,62,83,183,15,0,474,0,0,0
Ints12,1727,366,219,53,103,294,139,95,1027,0,381,0
Egf,0,0,0,27,128,83,0,0,0,0,0,0
Gstcd,0,0,311,30,39,7,25,0,208,0,1,39
Alpk1,39,0,0,111,73,210,125,0,42,0,51,0
Aimp1,925,245,349,362,161,543,606,273,644,724,535,766
Tbck,428,0,0,110,104,38,0,1,498,11,72,0
Papss1,554,143,444,122,88,64,113,0,0,0,472,280
Fubp1,1263,177,267,270,437,512,192,308,525,139,678,285
Dnajb4,392,0,37,56,212,139,50,0,369,0,82,0
Ifi44,0,0,0,55,129,145,0,0,0,0,0,0
Efna3,0,0,20,6,1,1,13,0,0,0,0,0
Adam15,7553,486,728,16,207,498,362,650,1258,931,1367,615
Zbtb7b,250,15,43,33,74,271,150,145,70,0,121,133
Cks1b,1166,617,704,597,331,646,733,398,647,223,857,573
Thbs3,0,0,0,33,91,104,0,0,1,0,0,16
Gba,13796,1100,2958,1954,993,4140,799,1030,6900,1197,3619,1249
Scamp3,1975,500,560,288,145,433,225,89,1190,187,438,147
Hcn3,25,30,0,40,81,78,16,0,0,0,17,0
Ash1l,43,98,262,147,668,344,102,2,0,404,161,119
Rit1,1222,188,246,454,242,347,603,502,313,460,1159,434
Arhgef2,2193,613,831,537,340,585,461,414,1438,381,1007,593
Khdc4,1561,126,328,158,391,255,8,1,389,2,269,198
Lamtor2,2404,508,762,644,274,655,416,315,1362,337,730,335
Lmna,17564,2341,2635,1439,1067,2886,776,840,4969,953,2464,986
Sema4a,1076,437,938,310,351,574,317,849,1229,744,676,998
Pmf1,360,226,198,296,95,421,102,264,690,6,387,96
Iqgap3,2367,547,811,425,549,807,92,36,372,791,688,21
Gpatch4,266,418,221,1089,487,742,219,609,441,454,427,350
Naxe,3142,234,1022,335,254,575,210,389,1157,116,1006,324
Pear1,0,0,0,94,100,167,0,0,0,0,1,0
Cd1d1,0,0,0,4,8,4,0,0,370,0,0,0
Dclk2,19,0,0,38,66,75,44,111,1,256,155,16
Lrba,0,0,26,50,266,190,2,151,0,0,68,51
Rps3a1,13114,16046,16595,10126,3750,10203,20207,17491,17266,17987,26408,26699
Sh3d19,0,0,0,20,131,108,0,0,0,0,0,0
Gatb,590,208,515,112,45,123,0,137,0,0,197,92
Fbxw7,165,14,283,155,197,240,25,0,195,0,78,48
Fmo5,0,0,0,37,24,87,0,0,0,0,0,0
